id,section,route,source_file,context,ru_text,kk_proposed,review_status,notes
PR-009,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Значение максимальной нагрузки,{N} кг/полка,бір сөреге {N} кг,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
PR-010,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись характеристики: список доступных высот,Высоты,Биіктіктер,NEEDS_REVIEW,
PR-011,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись характеристики: список доступных ширин,Ширины,Ендер,NEEDS_REVIEW,
PR-012,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись характеристики: список доступных глубин,Глубины,Тереңдіктер,NEEDS_REVIEW,
PR-013,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись характеристики: диапазон числа полок,Полки,Сөрелер,NEEDS_REVIEW,
PR-014,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Значение диапазона числа полок,от {min} до {max} шт.,{min}-нан {max}-ға дейін дана,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: склонение числительных на казахском зависит от числа — требует проверки носителем
PR-015,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись характеристики: типы полок,Типы полок,Сөре түрлері,NEEDS_REVIEW,
PR-016,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx; src/lib/data/seed-data.ts,Тип полки в характеристиках модели,Стандартная,Стандартты,NEEDS_REVIEW,В seed-data уже есть kk: Стандартты
PR-017,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx; src/lib/data/seed-data.ts,Тип полки в характеристиках модели,Усиленная,Күшейтілген,NEEDS_REVIEW,В seed-data уже есть kk
PR-018,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx; src/lib/data/seed-data.ts,Тип полки в характеристиках модели,Особо усиленная,Аса күшейтілген,NEEDS_REVIEW,В seed-data уже есть kk
PR-019,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx; src/lib/data/seed-data.ts,Тип полки в характеристиках модели,Перфорированная,Ойықталған,NEEDS_REVIEW,В seed-data уже есть kk
PR-020,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx; src/lib/data/seed-data.ts,Тип полки в характеристиках модели,Оцинкованная,Мырышталған,NEEDS_REVIEW,В seed-data уже есть kk
PR-021,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Заголовок секции готовых конфигураций модели,Готовые конфигурации {модель},{Модель} дайын конфигурациялары,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: подставляется название модели
PR-022,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Заголовок блока о сборке,Сборка и монтаж,Құрастыру және монтаждау,NEEDS_REVIEW,
PR-023,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Текст блока о сборке,Стеллаж поставляется в разобранном виде и собирается на болтовом соединении без сварки. Возможна самостоятельная сборка по инструкции или профессиональный монтаж бригадой на вашем объекте.,"Стеллаж бөлшектелген күйде жеткізіледі және дәнекерлеусіз, бұранды қосылыспен жиналады. Нұсқаулық бойынша өзіңіз құрастыра аласыз немесе нысаныңызда кәсіби бригада монтаждай алады.",NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
PR-024,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Заголовок блока о доставке на странице модели,Доставка,Жеткізу,NEEDS_REVIEW,
PR-025,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Текст блока о доставке на странице модели,"Самовывоз со складов в Алматы, Астане, Караганде и Шымкенте. Доставка по Алматы, Астане, Караганде и Шымкенту — бесплатно, в тот же день. Доставка в другие города и регионы Казахстана — 2–3 дня. Стоимость доставки рассчитывается индивидуально.","Алматы, Астана, Қарағанды және Шымкент қалаларындағы қоймалардан алып кету. Алматы, Астана, Қарағанды және Шымкент қалаларында жеткізу — тегін, сол күні. Қазақстанның басқа қалалары мен өңірлеріне жеткізу — 2–3 күн. Жеткізу құны жеке есептеледі.",NEEDS_REVIEW,
PR-026,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Заголовок секции других моделей,Другие модели,Басқа модельдер,NEEDS_REVIEW,
PR-027,PRODUCT,/catalog/[model],src/app/catalog/[model]/page.tsx,Подпись под названием связанной модели,{вес} максимум на полку,бір сөреге ең көбі {салмақ},NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: значение в кг подставляется
PR-028,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Название готовой конфигурации в каталоге,"MS Стандарт 2000×1000×300, 4 полки","MS Стандарт 2000×1000×300, 4 сөре",NEEDS_REVIEW,В seed-data уже есть kk. Размеры не переводятся
PR-029,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Описание готовой конфигурации,"Популярная конфигурация для архива и офиса: высота 2000 мм, ширина 1000 мм, глубина 300 мм, 4 полки, нагрузка 150 кг.","Мұрағат пен кеңсеге арналған танымал конфигурация: биіктігі 2000 мм, ені 1000 мм, тереңдігі 300 мм, 4 сөре, 150 кг жүктеме.",NEEDS_REVIEW,В seed-data уже есть kk
PR-030,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Название готовой конфигурации в каталоге,"MS Стандарт 2000×1000×400, 4 полки","MS Стандарт 2000×1000×400, 4 сөре",NEEDS_REVIEW,В seed-data уже есть kk
PR-031,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Описание готовой конфигурации,"Популярная складская конфигурация: высота 2000 мм, ширина 1000 мм, глубина 400 мм, 4 полки, нагрузка 150 кг.","Танымал қойма конфигурациясы: биіктігі 2000 мм, ені 1000 мм, тереңдігі 400 мм, 4 сөре, 150 кг жүктеме.",NEEDS_REVIEW,В seed-data уже есть kk
PR-032,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Название готовой конфигурации в каталоге,"MS Стандарт 2000×1000×600, 4 полки","MS Стандарт 2000×1000×600, 4 сөре",NEEDS_REVIEW,В seed-data уже есть kk
PR-033,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Описание готовой конфигурации,"Популярная конфигурация для объёмных грузов: высота 2000 мм, ширина 1000 мм, глубина 600 мм, 4 полки, нагрузка 150 кг.","Көлемді жүктерге арналған танымал конфигурация: биіктігі 2000 мм, ені 1000 мм, тереңдігі 600 мм, 4 сөре, 150 кг жүктеме.",NEEDS_REVIEW,В seed-data уже есть kk
PR-034,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Название готовой конфигурации в каталоге,"MS Стандарт 1800×700×300, 4 полки","MS Стандарт 1800×700×300, 4 сөре",NEEDS_REVIEW,В seed-data уже есть kk
PR-035,PRODUCT,"/, /catalog",src/lib/data/seed-data.ts,Описание готовой конфигурации,"Компактный стеллаж для гаража и кладовой: высота 1800 мм, ширина 700 мм, глубина 300 мм.","Гараж бен қойма бөлмесіне арналған ықшам стеллаж: биіктігі 1800 мм, ені 700 мм, тереңдігі 300 мм.",NEEDS_REVIEW,"В seed-data уже есть kk. Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
FQ-001,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Заголовок секции частых вопросов,Частые вопросы,Жиі қойылатын сұрақтар,NEEDS_REVIEW,
FQ-002,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Вопрос 1 (также в структурированных данных FAQPage),Нужна ли сварка для сборки?,Жинау үшін дәнекерлеу қажет пе?,NEEDS_REVIEW,
FQ-003,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Ответ 1 (также в структурированных данных FAQPage),"Нет, все стеллажи MS собираются на болтовом соединении без сварки.","Жоқ, барлық MS стеллаждары дәнекерлеусіз, бұрандамалы қосылыспен жиналады.",NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
FQ-004,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Вопрос 2 (также в структурированных данных FAQPage),Можно ли заказать нестандартный размер?,Стандартты емес өлшемге тапсырыс беруге бола ма?,NEEDS_REVIEW,
FQ-005,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Ответ 2 (также в структурированных данных FAQPage),"Нет. Доступны только размеры, представленные в конфигураторе.",Жоқ. Тек конфигураторда көрсетілген өлшемдер қолжетімді.,NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. kk — утверждённая бизнес-формулировка (2026-09-21)
FQ-010,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Вопрос 3 (также в структурированных данных FAQPage),Сколько стоит доставка?,Жеткізу қанша тұрады?,NEEDS_REVIEW,НОВОЕ ПРЕДЛОЖЕНИЕ kk (2026-09-21) — требует проверки владельцем
FQ-011,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Ответ 3 (также в структурированных данных FAQPage),"По Алматы, Астане, Караганде и Шымкенту доставка бесплатная. В другие города и регионы Казахстана стоимость доставки рассчитывается индивидуально.","Алматы, Астана, Қарағанды және Шымкент қалаларында жеткізу тегін. Қазақстанның басқа қалалары мен өңірлеріне жеткізу құны жеке есептеледі.",NEEDS_REVIEW,НОВОЕ ПРЕДЛОЖЕНИЕ kk (2026-09-21) — требует проверки владельцем; вторая часть совпадает с утверждённой «Жеткізу құны жеке есептеледі.»
FQ-006,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Вопрос 4 (также в структурированных данных FAQPage),Какие сроки доставки?,Жеткізу мерзімі қандай?,NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. НОВОЕ ПРЕДЛОЖЕНИЕ kk (2026-09-21) — требует проверки владельцем
FQ-007,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Ответ 4 (также в структурированных данных FAQPage),"По Алматы, Астане, Караганде и Шымкенту доставляем в тот же день. В другие города и регионы Казахстана — в течение 2–3 дней.","Алматы, Астана, Қарағанды және Шымкент қалаларында сол күні жеткіземіз. Қазақстанның басқа қалалары мен өңірлеріне — 2–3 күн ішінде.",NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. НОВОЕ ПРЕДЛОЖЕНИЕ kk (2026-09-21) — требует проверки владельцем
FQ-008,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Вопрос 5 (также в структурированных данных FAQPage),Предоставляете ли вы документы для бухгалтерии?,Бухгалтерияға арналған құжаттар бересіз бе?,NEEDS_REVIEW,
FQ-009,FAQ,/catalog/[model],src/app/catalog/[model]/page.tsx,Ответ 5 (также в структурированных данных FAQPage),"Да, работаем с НДС и предоставляем полный пакет закрывающих документов.","Иә, ҚҚС-пен жұмыс істейміз және жабу құжаттарының толық пакетін ұсынамыз.",NEEDS_REVIEW,
CF-001,CONFIGURATOR,/configurator,src/app/configurator/page.tsx,Состояние загрузки конфигуратора (серверный fallback),Загрузка конфигуратора…,Конфигуратор жүктелуде…,NEEDS_REVIEW,
CF-002,CONFIGURATOR,/configurator,src/components/configurator/ConfiguratorClient.tsx,Заголовок H1 конфигуратора,Конфигуратор стеллажей МС Стандарт,МС Стандарт стеллаждарының конфигураторы,NEEDS_REVIEW,"В оригинале МС кириллицей, в остальных местах MS латиницей — расхождение в самом русском тексте. Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CF-003,CONFIGURATOR,/configurator,src/components/configurator/ConfiguratorClient.tsx,aria-label переключателя режима просмотра,Режим просмотра,Көру режимі,NEEDS_REVIEW,
CF-004,CONFIGURATOR,/configurator,src/components/configurator/ConfiguratorClient.tsx,Кнопка режима просмотра (фронтальный вид),Вид спереди,Алдынан қарағандағы көрініс,NEEDS_REVIEW,
CF-005,CONFIGURATOR,/configurator,src/components/configurator/ConfiguratorClient.tsx,Кнопка режима просмотра (вид сверху),Вид сверху,Үстінен қарағандағы көрініс,NEEDS_REVIEW,
CF-006,CONFIGURATOR,"/configurator, /cart, /",src/components/configurator/ShelvingPreview.tsx,aria-label SVG-схемы стеллажа (фронтальный вид),Схема стеллажа спереди,Стеллаждың алдынан қарағандағы көрінісінің сызбасы,NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CF-007,CONFIGURATOR,/configurator,src/components/configurator/TopShelvingPreview.tsx,aria-label SVG-схемы стеллажа (вид сверху),Схема стеллажа сверху,Стеллаждың үстінен қарағандағы көрінісінің сызбасы,NEEDS_REVIEW,"Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CF-008,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx; src/components/configurator/TopShelvingPreview.tsx,aria-label кликабельной области секции на схеме,"Секция {N}, ширина {W} мм","{N}-секция, ені {W} мм",NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: номер секции и ширина
CF-009,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label ручки изменения высоты,Изменить высоту стеллажа. Текущая высота: {H} миллиметров.,Стеллаждың биіктігін өзгерту. Ағымдағы биіктігі: {H} миллиметр.,NEEDS_REVIEW,"ДИНАМИЧЕСКАЯ СТРОКА. Терминология 2026-09-21: стеллаж (весь стеллаж) → «стеллаж», не «сөре»"
CF-010,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label ручки изменения ширины активной секции,Изменить ширину активной секции. Текущая ширина: {W} миллиметров.,Белсенді секцияның енін өзгерту. Ағымдағы ені: {W} миллиметр.,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-011,CONFIGURATOR,/configurator,src/components/configurator/resize/ResizeHandle.tsx,aria-valuetext ручки изменения размера,{V} мм,{V} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-012,CONFIGURATOR,/configurator,src/components/configurator/resize/useDimensionDrag.ts,Сообщение для скринридера после изменения размера (aria-live),Высота изменена на {V} миллиметров,Биіктігі {V} миллиметрге өзгертілді,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: название оси и значение подставляются отдельно
CF-013,CONFIGURATOR,/configurator,src/components/configurator/resize/useDimensionDrag.ts,Сообщение для скринридера после изменения размера (aria-live),Ширина изменена на {V} миллиметров,Ені {V} миллиметрге өзгертілді,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-014,CONFIGURATOR,/configurator,src/components/configurator/resize/useDimensionDrag.ts,Сообщение для скринридера после изменения размера (aria-live),Глубина изменена на {V} миллиметров,Тереңдігі {V} миллиметрге өзгертілді,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-015,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,title кнопки добавления секции на схеме,Добавить секцию после «Секция {N}»,«{N}-секциядан» кейін секция қосу,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-016,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label кнопки добавления секции на схеме,Добавить секцию после секции {N},{N}-секциядан кейін секция қосу,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-017,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,title кнопки удаления секции на схеме,Удалить «Секция {N}»,«{N}-секцияны» жою,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-018,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label кнопки удаления секции на схеме,Удалить секцию {N},{N}-секцияны жою,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-019,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label кнопки увеличения числа полок на схеме,Увеличить количество полок,Сөрелер санын көбейту,NEEDS_REVIEW,
CF-020,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,aria-label кнопки уменьшения числа полок на схеме,Уменьшить количество полок,Сөрелер санын азайту,NEEDS_REVIEW,
CF-021,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,Подсказка-нудж при первом открытии конфигуратора,"Нажмите на секцию, чтобы выбрать её, или перетащите точки изменения размера.",Секцияны таңдау үшін басыңыз немесе өлшемді өзгерту нүктелерін сүйреңіз.,NEEDS_REVIEW,ru обновлён по исходнику 2026-09-21. kk — утверждённая бизнес-формулировка (2026-09-21)
CF-022,CONFIGURATOR,/configurator,src/components/configurator/ShelvingPreview.tsx,Текстовое действие сброса настроек в правом верхнем углу схемы,Сброс настроек,Баптауларды бастапқы қалпына келтіру,NEEDS_REVIEW,
CF-023,CONFIGURATOR,/configurator,src/components/configurator/TopShelvingPreview.tsx,Подпись общей длины ряда на виде сверху,{N} мм,{N} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-024,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Заголовок колонки параметров ряда,Параметры ряда,Қатар параметрлері,NEEDS_REVIEW,
CF-025,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Заголовок колонки секции (кнопка выбора секции),Секция {N},{N}-секция,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-026,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,aria-label и title кнопки удаления секции в таблице,Удалить секцию,Секцияны жою,NEEDS_REVIEW,
CF-027,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,aria-label и title кнопки добавления секции в таблице,Добавить секцию,Секция қосу,NEEDS_REVIEW,
CF-028,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Текст кнопки добавления секции на мобильных,+ Секция,+ Секция,NEEDS_REVIEW,
CF-029,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Сообщение при достижении максимума секций,Достигнуто максимальное количество секций.,Секциялардың максималды санына жетті.,NEEDS_REVIEW,
CF-030,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Подпись селекта высоты ряда,Высота,Биіктігі,NEEDS_REVIEW,"Тот же текст, что и характеристика на главной (HM-025), но здесь это подпись поля ввода"
CF-031,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Подпись селекта глубины ряда,Глубина,Тереңдігі,NEEDS_REVIEW,Подпись поля ввода
CF-032,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Подпись счётчика числа полок,Полки,Сөрелер,NEEDS_REVIEW,Подпись поля ввода
CF-033,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Подпись селекта нагрузки,Нагрузка,Жүктеме,NEEDS_REVIEW,Подпись поля ввода
CF-034,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Пометка недоступного варианта нагрузки в выпадающем списке,(недоступно),(қолжетімсіз),NEEDS_REVIEW,
CF-035,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Подпись селекта ширины секции,Ширина,Ені,NEEDS_REVIEW,Подпись поля ввода
CF-036,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,aria-label селекта ширины конкретной секции,Ширина секции {N},{N}-секцияның ені,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-037,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Чекбокс задней стенки секции,Задняя,Артқы,NEEDS_REVIEW,
CF-038,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Чекбокс левой стенки секции,Левая,Сол жақ,NEEDS_REVIEW,
CF-039,CONFIGURATOR,/configurator,src/components/configurator/ParametersSectionsTable.tsx,Чекбокс правой стенки секции,Правая,Оң жақ,NEEDS_REVIEW,
CF-040,CONFIGURATOR,/configurator,src/components/configurator/NumberStepper.tsx,aria-label кнопки минус в счётчике,Уменьшить,Азайту,NEEDS_REVIEW,
CF-041,CONFIGURATOR,/configurator,src/components/configurator/NumberStepper.tsx,aria-label кнопки плюс в счётчике,Увеличить,Көбейту,NEEDS_REVIEW,
CF-042,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Заголовок сворачиваемого блока дополнительных параметров,Дополнительные параметры,Қосымша параметрлер,NEEDS_REVIEW,
CF-043,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Чекбокс дополнительного параметра,Регулируемая по высоте опора,Биіктігі реттелетін тірек,NEEDS_REVIEW,
CF-044,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Примечание к чекбоксу регулируемой опоры,+ металлический подпятник,+ металл өкшетірек,NEEDS_REVIEW,
CF-045,CONFIGURATOR,/configurator,src/lib/configurator/additional-options.ts,Чекбокс дополнительного параметра (также в сообщении WhatsApp),Металлический подпятник,Металл өкшетірек,NEEDS_REVIEW,
CF-046,CONFIGURATOR,/configurator,src/lib/configurator/additional-options.ts,Чекбокс дополнительного параметра (также в сообщении WhatsApp),Уголки жесткости на полки,Сөрелерге арналған қатайтқыш бұрыштар,NEEDS_REVIEW,
CF-047,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Чекбокс дополнительного параметра,Ребро жесткости в каждую полку,Әр сөреге қатты қыр,NEEDS_REVIEW,
CF-048,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Чекбокс дополнительного параметра,Крестовина жесткости,Қатайтқыш айқыш,NEEDS_REVIEW,
CF-049,CONFIGURATOR,/configurator,src/components/configurator/AdvancedSettingsAccordion.tsx,Примечание к чекбоксу крестовины жёсткости,Только для секции шириной 1000 мм,Тек ені 1000 мм секция үшін,NEEDS_REVIEW,
CF-050,CONFIGURATOR,/configurator,src/components/configurator/InstallDeliveryPanel.tsx,Подпись селекта услуги сборки,Сборка,Жинау,NEEDS_REVIEW,
CF-051,CONFIGURATOR,/configurator,src/components/configurator/InstallDeliveryPanel.tsx,Подпись селекта способа доставки,Доставка,Жеткізу,NEEDS_REVIEW,"Подпись поля ввода; совпадает с пунктом футера F-005 по тексту, но другой контекст"
CF-052,CONFIGURATOR,/configurator,src/components/configurator/InstallDeliveryPanel.tsx,Примечание под селектами сборки и доставки,"Доставка по Алматы, Астане, Караганде и Шымкенту — бесплатно, в тот же день. Доставка в другие города и регионы Казахстана — 2–3 дня. Стоимость доставки рассчитывается индивидуально.","Алматы, Астана, Қарағанды және Шымкент қалаларында жеткізу — тегін, сол күні. Қазақстанның басқа қалалары мен өңірлеріне жеткізу — 2–3 күн. Жеткізу құны жеке есептеледі.",NEEDS_REVIEW,
CF-053,CONFIGURATOR,/configurator,src/components/configurator/BomTable.tsx,Заголовок списка состава комплекта,Состав комплекта,Жинақ құрамы,NEEDS_REVIEW,
CF-054,CONFIGURATOR,/configurator,src/components/configurator/BomTable.tsx,Количество позиции в составе комплекта,{N} шт.,{N} дана,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-055,CONFIGURATOR,/configurator,src/components/configurator/BomTable.tsx,Кнопка сворачивания полного состава комплекта,Свернуть ▴,Жию ▴,NEEDS_REVIEW,Символ стрелки синхронизирован с исходником (↑ → ▴) 2026-09-21; казахское слово не менялось
CF-056,CONFIGURATOR,/configurator,src/components/configurator/BomTable.tsx,Кнопка раскрытия полного состава комплекта,Показать весь состав ({N}) ▾,Толық құрамды көрсету ({N}) ▾,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА. Символ стрелки синхронизирован с исходником (↓ → ▾) 2026-09-21; казахский текст не менялся
CF-057,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Кнопка раскрытия детализации стоимости в нижней панели,Детали стоимости,Құнның егжей-тегжейі,NEEDS_REVIEW,
CF-058,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Строка детализации: стоимость комплектующих,Комплектующие,Жинақтауыштар,NEEDS_REVIEW,
CF-059,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Строка детализации при количестве больше одного,Полки × {N} компл.,Сөрелер × {N} жинақ,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-060,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Строка детализации: стоимость сборки,Сборка,Жинау,NEEDS_REVIEW,"Совпадает с CF-050 по тексту, но здесь это строка суммы, а не подпись селекта"
CF-061,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Строка детализации: стоимость доставки,Доставка,Жеткізу,NEEDS_REVIEW,"Строка суммы, не подпись селекта"
CF-062,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Строка детализации: скидка,Скидка,Жеңілдік,NEEDS_REVIEW,
CF-064,CONFIGURATOR,"/configurator, /order",src/components/configurator/OrderSummaryBar.tsx; src/components/order/OrderForm.tsx,Подпись итоговой суммы,Итого,Жиыны,NEEDS_REVIEW,
CF-065,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Кнопка повторного запроса цены после ошибки расчёта,Повторить,Қайталау,NEEDS_REVIEW,
CF-066,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Кнопка добавления конфигурации в корзину,Добавить в корзину,Себетке қосу,NEEDS_REVIEW,
CF-067,CONFIGURATOR,"/configurator, /cart",src/components/configurator/OrderSummaryBar.tsx; src/components/cart/CartClient.tsx,Кнопка перехода к оформлению заказа,Оформить заказ,Тапсырыс беру,NEEDS_REVIEW,
CF-068,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,aria-label кнопки поделиться конфигурацией,Поделиться конфигурацией,Конфигурациямен бөлісу,NEEDS_REVIEW,
CF-069,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Подтверждение после добавления в корзину,Добавлено в корзину,Себетке қосылды,NEEDS_REVIEW,
CF-070,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Подтверждение после копирования ссылки на конфигурацию,Ссылка скопирована,Сілтеме көшірілді,NEEDS_REVIEW,
CF-071,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Состояние загрузки при пересчёте цены,Пересчёт стоимости…,Құны қайта есептелуде…,NEEDS_REVIEW,
CF-072,CONFIGURATOR,/configurator,src/components/configurator/OrderSummaryBar.tsx,Заголовок системного диалога Поделиться (navigator.share),Конфигурация {модель},{Модель} конфигурациясы,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА
CF-073,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Вариант высоты/ширины/глубины в выпадающих списках конфигуратора,{N} мм,{N} мм,NEEDS_REVIEW,ДИНАМИЧЕСКАЯ СТРОКА: label формируется из числового значения
CF-074,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Вариант нагрузки в выпадающем списке,100 кг на полку,Сөреге 100 кг,NEEDS_REVIEW,
CF-075,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Вариант нагрузки в выпадающем списке,150 кг на полку,Сөреге 150 кг,NEEDS_REVIEW,
CF-076,CONFIGURATOR,/configurator,src/lib/data/seed-data.ts,Вариант услуги сборки в выпадающем списке,Самостоятельная сборка,Өз бетінше құрастыру,NEEDS_REVIEW,В seed-data уже есть kk
